MRCA,Non-duplication Per,Duplication Per,Non-duplication,Duplication,Total,group
N8,74.8502994,25.1497006,125,42,167,Positive_summary
N2,93.02325581,6.976744186,400,30,430,Positive_summary
N3,99.18918919,0.810810811,367,3,370,Positive_summary
N4,80.078125,19.921875,205,51,256,Positive_summary
N5,89.43089431,10.56910569,220,26,246,Positive_summary
N6,75.81699346,24.18300654,116,37,153,Positive_summary
N7,83.66013072,16.33986928,128,25,153,Positive_summary
N8,74.71264368,25.28735632,130,44,174,Positive_summary
N2,91.64785553,8.35214447,406,37,443,Positive_summary
N3,99.2,0.8,372,3,375,Positive_summary
N4,79.84496124,20.15503876,206,52,258,Positive_summary
N5,91.63498099,8.365019011,241,22,263,Positive_summary
N6,72.61146497,27.38853503,114,43,157,Positive_summary
N7,79.45205479,20.54794521,116,30,146,Positive_summary
N8,72.35294118,27.64705882,123,47,170,Positive_summary
N2,94.67592593,5.324074074,409,23,432,Positive_summary
N3,99.21875,0.78125,381,3,384,Positive_summary
N4,75.8490566,24.1509434,201,64,265,Positive_summary
N5,89.74358974,10.25641026,210,24,234,Positive_summary
N6,74.83443709,25.16556291,113,38,151,Positive_summary
N7,83.76623377,16.23376623,129,25,154,Positive_summary
N8,70.85714286,29.14285714,124,51,175,Positive_summary
N2,92.37472767,7.625272331,424,35,459,Positive_summary
N3,98.97435897,1.025641026,386,4,390,Positive_summary
N4,73.36065574,26.63934426,179,65,244,Positive_summary
N5,90.24390244,9.756097561,222,24,246,Positive_summary
N6,73.85620915,26.14379085,113,40,153,Positive_summary
N7,84.56375839,15.43624161,126,23,149,Positive_summary
N8,69.51219512,30.48780488,114,50,164,Positive_summary
N2,92.75700935,7.242990654,397,31,428,Positive_summary
N3,98.94736842,1.052631579,376,4,380,Positive_summary
N4,78.59922179,21.40077821,202,55,257,Positive_summary
N5,94.21487603,5.785123967,228,14,242,Positive_summary
N6,72.53521127,27.46478873,103,39,142,Positive_summary
N7,80.41958042,19.58041958,115,28,143,Positive_summary
N8,73.65269461,26.34730539,123,44,167,Positive_summary
N2,93.39622642,6.603773585,396,28,424,Positive_summary
N3,98.95013123,1.049868766,377,4,381,Positive_summary
N4,77.6,22.4,194,56,250,Positive_summary
N5,89.28571429,10.71428571,225,27,252,Positive_summary
N6,70,30,98,42,140,Positive_summary
N7,86.30136986,13.69863014,126,20,146,Positive_summary
N8,73.41040462,26.58959538,127,46,173,Positive_summary
N2,94.61538462,5.384615385,369,21,390,Positive_summary
N3,99.42028986,0.579710145,343,2,345,Positive_summary
N4,82.07171315,17.92828685,206,45,251,Positive_summary
N5,93.36099585,6.639004149,225,16,241,Positive_summary
N6,70.27027027,29.72972973,104,44,148,Positive_summary
N7,78.70967742,21.29032258,122,33,155,Positive_summary
N8,78.52760736,21.47239264,128,35,163,Positive_summary
N2,91.32653061,8.673469388,358,34,392,Positive_summary
N3,99.69512195,0.304878049,327,1,328,Positive_summary
N4,83.33333333,16.66666667,185,37,222,Positive_summary
N5,92.43027888,7.569721116,232,19,251,Positive_summary
N6,69.56521739,30.43478261,112,49,161,Positive_summary
N7,83.33333333,16.66666667,125,25,150,Positive_summary
N8,75.5952381,24.4047619,127,41,168,Positive_summary
N2,92.77108434,7.228915663,385,30,415,Positive_summary
N3,99.71910112,0.280898876,355,1,356,Positive_summary
N4,80.859375,19.140625,207,49,256,Positive_summary
N5,92.06349206,7.936507937,232,20,252,Positive_summary
N6,69.33333333,30.66666667,104,46,150,Positive_summary
N7,91.21621622,8.783783784,135,13,148,Positive_summary
N8,73.68421053,26.31578947,126,45,171,Positive_summary
N2,92.82786885,7.172131148,453,35,488,Positive_summary
N3,99.52830189,0.471698113,422,2,424,Positive_summary
N4,76.60377358,23.39622642,203,62,265,Positive_summary
N5,91.40625,8.59375,234,22,256,Positive_summary
N6,71.63120567,28.36879433,101,40,141,Positive_summary
N7,73.82550336,26.17449664,110,39,149,Positive_summary
N8,75.73964497,24.26035503,128,41,169,Positive_summary
N2,93.2853717,6.714628297,389,28,417,Positive_summary
N3,99.46524064,0.534759358,372,2,374,Positive_summary
N4,86.61710037,13.38289963,233,36,269,Positive_summary
N5,91.90283401,8.097165992,227,20,247,Positive_summary
N6,76.51006711,23.48993289,114,35,149,Positive_summary
N7,86.09271523,13.90728477,130,21,151,Positive_summary
N8,71.26436782,28.73563218,124,50,174,Positive_summary
N2,94.41860465,5.581395349,406,24,430,Positive_summary
N3,99.18032787,0.819672131,363,3,366,Positive_summary
N4,77.45901639,22.54098361,189,55,244,Positive_summary
N5,91.69960474,8.300395257,232,21,253,Positive_summary
N6,71.52317881,28.47682119,108,43,151,Positive_summary
N7,86.57718121,13.42281879,129,20,149,Positive_summary
N8,68.29268293,31.70731707,112,52,164,Positive_summary
N2,92.84009547,7.159904535,389,30,419,Positive_summary
N3,99.46091644,0.539083558,369,2,371,Positive_summary
N4,78.90625,21.09375,202,54,256,Positive_summary
N5,91.59663866,8.403361345,218,20,238,Positive_summary
N6,72,28,108,42,150,Positive_summary
N7,85.625,14.375,137,23,160,Positive_summary
N8,72.6744186,27.3255814,125,47,172,Positive_summary
N2,93.11111111,6.888888889,419,31,450,Positive_summary
N3,98.97959184,1.020408163,388,4,392,Positive_summary
N4,77.16535433,22.83464567,196,58,254,Positive_summary
N5,91.79104478,8.208955224,246,22,268,Positive_summary
N6,67.33333333,32.66666667,101,49,150,Positive_summary
N7,87.66233766,12.33766234,135,19,154,Positive_summary
N8,74.25149701,25.74850299,124,43,167,Positive_summary
N2,92.3627685,7.637231504,387,32,419,Positive_summary
N3,99.23469388,0.765306122,389,3,392,Positive_summary
N4,78.68217054,21.31782946,203,55,258,Positive_summary
N5,90.28340081,9.71659919,223,24,247,Positive_summary
N6,69.67741935,30.32258065,108,47,155,Positive_summary
N7,84.7133758,15.2866242,133,24,157,Positive_summary
N8,77.14285714,22.85714286,135,40,175,Positive_summary
N2,94.61358314,5.386416862,404,23,427,Positive_summary
N3,98.94459103,1.055408971,375,4,379,Positive_summary
N4,77.10843373,22.89156627,192,57,249,Positive_summary
N5,92.33716475,7.662835249,241,20,261,Positive_summary
N6,69.28104575,30.71895425,106,47,153,Positive_summary
N7,83.95061728,16.04938272,136,26,162,Positive_summary
N8,71.75141243,28.24858757,127,50,177,Positive_summary
N2,93.56321839,6.436781609,407,28,435,Positive_summary
N3,99.47229551,0.527704485,377,2,379,Positive_summary
N4,77.43190661,22.56809339,199,58,257,Positive_summary
N5,90.6122449,9.387755102,222,23,245,Positive_summary
N6,75.32467532,24.67532468,116,38,154,Positive_summary
N7,80.25477707,19.74522293,126,31,157,Positive_summary
N8,76.74418605,23.25581395,132,40,172,Positive_summary
N2,93.52517986,6.474820144,390,27,417,Positive_summary
N3,99.19571046,0.804289544,370,3,373,Positive_summary
N4,79.37743191,20.62256809,204,53,257,Positive_summary
N5,89.83739837,10.16260163,221,25,246,Positive_summary
N6,69.53642384,30.46357616,105,46,151,Positive_summary
N7,84.66666667,15.33333333,127,23,150,Positive_summary
N8,73.52941176,26.47058824,125,45,170,Positive_summary
N2,94.16243655,5.837563452,371,23,394,Positive_summary
N3,99.11504425,0.884955752,336,3,339,Positive_summary
N4,86.30705394,13.69294606,208,33,241,Positive_summary
N5,90.53497942,9.465020576,220,23,243,Positive_summary
N6,70.65868263,29.34131737,118,49,167,Positive_summary
N7,83.87096774,16.12903226,130,25,155,Positive_summary
N8,76.5060241,23.4939759,127,39,166,Positive_summary
N2,92.59259259,7.407407407,375,30,405,Positive_summary
N3,99.43342776,0.566572238,351,2,353,Positive_summary
N4,78.44827586,21.55172414,182,50,232,Positive_summary
N5,90.37656904,9.623430962,216,23,239,Positive_summary
N6,71.33333333,28.66666667,107,43,150,Positive_summary
N7,82.46753247,17.53246753,127,27,154,Positive_summary
N8,75.29411765,24.70588235,128,42,170,Positive_summary
N2,94.07582938,5.924170616,397,25,422,Positive_summary
N3,99.71428571,0.285714286,349,1,350,Positive_summary
N4,82.5203252,17.4796748,203,43,246,Positive_summary
N5,89.07563025,10.92436975,212,26,238,Positive_summary
N6,73.58490566,26.41509434,117,42,159,Positive_summary
N7,85.06493506,14.93506494,131,23,154,Positive_summary
N8,73.8372093,26.1627907,127,45,172,Positive_summary
N2,93.61702128,6.382978723,396,27,423,Positive_summary
N3,99.20634921,0.793650794,375,3,378,Positive_summary
N4,80.40816327,19.59183673,197,48,245,Positive_summary
N5,91.66666667,8.333333333,231,21,252,Positive_summary
N6,72.95597484,27.04402516,116,43,159,Positive_summary
N7,79.87012987,20.12987013,123,31,154,Positive_summary
N8,76.13636364,23.86363636,134,42,176,Positive_summary
N2,94.26433915,5.735660848,378,23,401,Positive_summary
N3,99.42028986,0.579710145,343,2,345,Positive_summary
N4,82.98755187,17.01244813,200,41,241,Positive_summary
N5,91.70124481,8.298755187,221,20,241,Positive_summary
N6,71.61290323,28.38709677,111,44,155,Positive_summary
N7,88.48484848,11.51515152,146,19,165,Positive_summary
N8,77.3480663,22.6519337,140,41,181,Positive_summary
N2,94.59459459,5.405405405,420,24,444,Positive_summary
N3,99.24050633,0.759493671,392,3,395,Positive_summary
N4,77.73279352,22.26720648,192,55,247,Positive_summary
N5,94.58333333,5.416666667,227,13,240,Positive_summary
N6,75.15923567,24.84076433,118,39,157,Positive_summary
N7,82.69230769,17.30769231,129,27,156,Positive_summary
N8,72.94117647,27.05882353,124,46,170,Positive_summary
N2,94.76190476,5.238095238,398,22,420,Positive_summary
N3,98.91008174,1.089918256,363,4,367,Positive_summary
N4,78.8,21.2,197,53,250,Positive_summary
N5,90.53497942,9.465020576,220,23,243,Positive_summary
N6,72.66666667,27.33333333,109,41,150,Positive_summary
N7,82.31292517,17.68707483,121,26,147,Positive_summary
N8,73.96449704,26.03550296,125,44,169,Positive_summary
N2,91.93154034,8.068459658,376,33,409,Positive_summary
N3,99.15730337,0.842696629,353,3,356,Positive_summary
N4,70.25862069,29.74137931,163,69,232,Positive_summary
N5,93.36099585,6.639004149,225,16,241,Positive_summary
N6,75.32467532,24.67532468,116,38,154,Positive_summary
N7,83.00653595,16.99346405,127,26,153,Positive_summary
N8,77.01863354,22.98136646,124,37,161,Positive_summary
N2,93.70786517,6.292134831,417,28,445,Positive_summary
N3,99.46949602,0.530503979,375,2,377,Positive_summary
N4,75.86206897,24.13793103,198,63,261,Positive_summary
N5,91.796875,8.203125,235,21,256,Positive_summary
N6,71.91780822,28.08219178,105,41,146,Positive_summary
N7,80.68965517,19.31034483,117,28,145,Positive_summary
N8,73.00613497,26.99386503,119,44,163,Positive_summary
N2,93.65853659,6.341463415,384,26,410,Positive_summary
N3,98.87955182,1.120448179,353,4,357,Positive_summary
N4,81.49606299,18.50393701,207,47,254,Positive_summary
N5,88.7966805,11.2033195,214,27,241,Positive_summary
N6,68.42105263,31.57894737,104,48,152,Positive_summary
N7,84.21052632,15.78947368,128,24,152,Positive_summary
N8,78.23529412,21.76470588,133,37,170,Positive_summary
N2,91.83673469,8.163265306,360,32,392,Positive_summary
N3,99.41520468,0.584795322,340,2,342,Positive_summary
N4,78.73303167,21.26696833,174,47,221,Positive_summary
N5,92.37288136,7.627118644,218,18,236,Positive_summary
N6,72.43589744,27.56410256,113,43,156,Positive_summary
N7,77.84431138,22.15568862,130,37,167,Positive_summary
N8,78.37837838,21.62162162,145,40,185,Positive_summary
N2,91.56327543,8.436724566,369,34,403,Positive_summary
N3,99.14040115,0.859598854,346,3,349,Positive_summary
N4,78.99159664,21.00840336,188,50,238,Positive_summary
N5,92.24137931,7.75862069,214,18,232,Positive_summary
N6,80.79470199,19.20529801,122,29,151,Positive_summary
N7,87.74193548,12.25806452,136,19,155,Positive_summary
N8,76.74418605,23.25581395,132,40,172,Positive_summary
N2,92.38329238,7.616707617,376,31,407,Positive_summary
N3,98.84393064,1.156069364,342,4,346,Positive_summary
N4,79.91967871,20.08032129,199,50,249,Positive_summary
N5,90.98360656,9.016393443,222,22,244,Positive_summary
N6,69.67741935,30.32258065,108,47,155,Positive_summary
N7,81.16883117,18.83116883,125,29,154,Positive_summary
N8,79.06976744,20.93023256,136,36,172,Positive_summary
N2,92.58373206,7.416267943,387,31,418,Positive_summary
N3,98.63013699,1.369863014,360,5,365,Positive_summary
N4,75.20661157,24.79338843,182,60,242,Positive_summary
N5,91.59292035,8.407079646,207,19,226,Positive_summary
N6,76.82119205,23.17880795,116,35,151,Positive_summary
N7,85.8974359,14.1025641,134,22,156,Positive_summary
N8,72.02380952,27.97619048,121,47,168,Positive_summary
N2,93.36492891,6.63507109,394,28,422,Positive_summary
N3,98.62637363,1.373626374,359,5,364,Positive_summary
N4,84.84848485,15.15151515,224,40,264,Positive_summary
N5,92.43027888,7.569721116,232,19,251,Positive_summary
N6,73.79310345,26.20689655,107,38,145,Positive_summary
N7,85.44303797,14.55696203,135,23,158,Positive_summary
N8,67.85714286,32.14285714,114,54,168,Positive_summary
N2,91.25295508,8.747044917,386,37,423,Positive_summary
N3,99.72972973,0.27027027,369,1,370,Positive_summary
N4,82.28782288,17.71217712,223,48,271,Positive_summary
N5,90.27237354,9.727626459,232,25,257,Positive_summary
N6,75.625,24.375,121,39,160,Positive_summary
N7,85.03401361,14.96598639,125,22,147,Positive_summary
N8,71.76470588,28.23529412,122,48,170,Positive_summary
N2,91.28205128,8.717948718,356,34,390,Positive_summary
N3,98.80239521,1.19760479,330,4,334,Positive_summary
N4,82.37704918,17.62295082,201,43,244,Positive_summary
N5,91.91489362,8.085106383,216,19,235,Positive_summary
N6,78.43137255,21.56862745,120,33,153,Positive_summary
N7,81.64556962,18.35443038,129,29,158,Positive_summary
N8,75.43859649,24.56140351,129,42,171,Positive_summary
N2,92.16589862,7.834101382,400,34,434,Positive_summary
N3,99.47916667,0.520833333,382,2,384,Positive_summary
N4,82.74509804,17.25490196,211,44,255,Positive_summary
N5,89.57528958,10.42471042,232,27,259,Positive_summary
N6,70.92198582,29.07801418,100,41,141,Positive_summary
N7,82.43243243,17.56756757,122,26,148,Positive_summary
N8,74.69879518,25.30120482,124,42,166,Positive_summary
N2,94.03669725,5.963302752,410,26,436,Positive_summary
N3,98.91304348,1.086956522,364,4,368,Positive_summary
N4,79.2,20.8,198,52,250,Positive_summary
N5,93.14516129,6.85483871,231,17,248,Positive_summary
N6,71.52317881,28.47682119,108,43,151,Positive_summary
N7,81.41025641,18.58974359,127,29,156,Positive_summary
N8,73.52941176,26.47058824,125,45,170,Positive_summary
N2,91.49888143,8.501118568,409,38,447,Positive_summary
N3,99.24623116,0.753768844,395,3,398,Positive_summary
N4,81.00358423,18.99641577,226,53,279,Positive_summary
N5,91.10320285,8.896797153,256,25,281,Positive_summary
N6,67.72151899,32.27848101,107,51,158,Positive_summary
N7,81.59509202,18.40490798,133,30,163,Positive_summary
N8,75.40983607,24.59016393,138,45,183,Positive_summary
N2,93.61179361,6.388206388,381,26,407,Positive_summary
N3,99.14772727,0.852272727,349,3,352,Positive_summary
N4,82.42677824,17.57322176,197,42,239,Positive_summary
N5,90.16393443,9.836065574,220,24,244,Positive_summary
N6,78.26086957,21.73913043,126,35,161,Positive_summary
N7,87.17948718,12.82051282,136,20,156,Positive_summary
N8,68.90243902,31.09756098,113,51,164,Positive_summary
N2,93.02884615,6.971153846,387,29,416,Positive_summary
N3,99.19786096,0.802139037,371,3,374,Positive_summary
N4,79.92125984,20.07874016,203,51,254,Positive_summary
N5,90.79497908,9.205020921,217,22,239,Positive_summary
N6,69.73684211,30.26315789,106,46,152,Positive_summary
N7,83.89261745,16.10738255,125,24,149,Positive_summary
N8,74.85380117,25.14619883,128,43,171,Positive_summary
N2,92.82511211,7.174887892,414,32,446,Positive_summary
N3,99.20844327,0.791556728,376,3,379,Positive_summary
N4,74.80620155,25.19379845,193,65,258,Positive_summary
N5,92.36641221,7.633587786,242,20,262,Positive_summary
N6,75.97402597,24.02597403,117,37,154,Positive_summary
N7,83.33333333,16.66666667,140,28,168,Positive_summary
N8,74.11764706,25.88235294,126,44,170,Positive_summary
N2,94.91525424,5.084745763,392,21,413,Positive_summary
N3,99.45355191,0.546448087,364,2,366,Positive_summary
N4,78.63247863,21.36752137,184,50,234,Positive_summary
N5,89.51612903,10.48387097,222,26,248,Positive_summary
N6,70.54794521,29.45205479,103,43,146,Positive_summary
N7,84.61538462,15.38461538,132,24,156,Positive_summary
N8,75,25,126,42,168,Positive_summary
N2,93.0875576,6.912442396,404,30,434,Positive_summary
N3,99.44751381,0.552486188,360,2,362,Positive_summary
N4,80.49792531,19.50207469,194,47,241,Positive_summary
N5,89.75409836,10.24590164,219,25,244,Positive_summary
N6,68.62745098,31.37254902,105,48,153,Positive_summary
N7,87.2611465,12.7388535,137,20,157,Positive_summary
N8,74.13793103,25.86206897,129,45,174,Positive_summary
N2,93.4939759,6.506024096,388,27,415,Positive_summary
N3,98.56733524,1.432664756,344,5,349,Positive_summary
N4,81.70212766,18.29787234,192,43,235,Positive_summary
N5,90.90909091,9.090909091,220,22,242,Positive_summary
N6,70.96774194,29.03225806,110,45,155,Positive_summary
N7,84.76821192,15.23178808,128,23,151,Positive_summary
N8,72.25433526,27.74566474,125,48,173,Positive_summary
N2,92.21698113,7.783018868,391,33,424,Positive_summary
N3,99.18699187,0.81300813,366,3,369,Positive_summary
N4,79.50819672,20.49180328,194,50,244,Positive_summary
N5,88.53754941,11.46245059,224,29,253,Positive_summary
N6,78.20512821,21.79487179,122,34,156,Positive_summary
N7,81.64556962,18.35443038,129,29,158,Positive_summary
N8,75.29411765,24.70588235,128,42,170,Positive_summary
N2,93.1122449,6.887755102,365,27,392,Positive_summary
N3,99.41348974,0.586510264,339,2,341,Positive_summary
N4,81.1023622,18.8976378,206,48,254,Positive_summary
N5,90.98039216,9.019607843,232,23,255,Positive_summary
N6,75,25,114,38,152,Positive_summary
N7,85.91549296,14.08450704,122,20,142,Positive_summary
N8,73.65269461,26.34730539,123,44,167,Positive_summary
N2,93.12796209,6.872037915,393,29,422,Positive_summary
N3,98.87955182,1.120448179,353,4,357,Positive_summary
N4,81.74603175,18.25396825,206,46,252,Positive_summary
N5,90.03984064,9.960159363,226,25,251,Positive_summary
N6,75.97402597,24.02597403,117,37,154,Positive_summary
N7,87.09677419,12.90322581,135,20,155,Positive_summary
N8,78.94736842,21.05263158,135,36,171,Positive_summary
N2,91.51785714,8.482142857,410,38,448,Positive_summary
N3,99.5,0.5,398,2,400,Positive_summary
N4,72.69076305,27.30923695,181,68,249,Positive_summary
N5,89.68253968,10.31746032,226,26,252,Positive_summary
N6,69.28104575,30.71895425,106,47,153,Positive_summary
N7,80.50314465,19.49685535,128,31,159,Positive_summary
N8,78.85714286,21.14285714,138,37,175,Positive_summary
N2,93.31896552,6.681034483,433,31,464,Positive_summary
N3,99.25,0.75,397,3,400,Positive_summary
N4,76.09561753,23.90438247,191,60,251,Positive_summary
N5,90.73359073,9.266409266,235,24,259,Positive_summary
N6,69.42675159,30.57324841,109,48,157,Positive_summary
N7,86.16352201,13.83647799,137,22,159,Positive_summary
N8,72.6744186,27.3255814,125,47,172,Positive_summary
N2,94.94949495,5.050505051,376,20,396,Positive_summary
N3,99.71181556,0.288184438,346,1,347,Positive_summary
N4,83.05785124,16.94214876,201,41,242,Positive_summary
N5,89.65517241,10.34482759,208,24,232,Positive_summary
N6,69.23076923,30.76923077,99,44,143,Positive_summary
N7,89.11564626,10.88435374,131,16,147,Positive_summary
N8,77.77777778,22.22222222,126,36,162,Positive_summary
N2,94,6,376,24,400,Positive_summary
N3,98.55491329,1.445086705,341,5,346,Positive_summary
N4,82.30088496,17.69911504,186,40,226,Positive_summary
N5,94.56066946,5.439330544,226,13,239,Positive_summary
N6,76.54320988,23.45679012,124,38,162,Positive_summary
N7,83.22981366,16.77018634,134,27,161,Positive_summary
N8,74.11764706,25.88235294,126,44,170,Positive_summary
N2,92.01773836,7.982261641,415,36,451,Positive_summary
N3,98.94179894,1.058201058,374,4,378,Positive_summary
N4,79.82832618,20.17167382,186,47,233,Positive_summary
N5,92.24489796,7.755102041,226,19,245,Positive_summary
N6,70.83333333,29.16666667,102,42,144,Positive_summary
N7,82.51748252,17.48251748,118,25,143,Positive_summary
N8,68.02325581,31.97674419,117,55,172,Positive_summary
N2,94.9602122,5.039787798,358,19,377,Positive_summary
N3,99.375,0.625,318,2,320,Positive_summary
N4,87.65432099,12.34567901,213,30,243,Positive_summary
N5,90.71729958,9.282700422,215,22,237,Positive_summary
N6,72.10884354,27.89115646,106,41,147,Positive_summary
N7,87.42138365,12.57861635,139,20,159,Positive_summary
N8,69.94219653,30.05780347,121,52,173,Positive_summary
N2,92.87305122,7.126948775,417,32,449,Positive_summary
N3,99.25,0.75,397,3,400,Positive_summary
N4,74.79338843,25.20661157,181,61,242,Positive_summary
N5,89.68253968,10.31746032,226,26,252,Positive_summary
N6,75.75757576,24.24242424,125,40,165,Positive_summary
N7,80.64516129,19.35483871,125,30,155,Positive_summary
N8,74.8603352,25.1396648,134,45,179,Positive_summary
N2,93.04932735,6.950672646,415,31,446,Positive_summary
N3,99.48717949,0.512820513,388,2,390,Positive_summary
N4,77.04280156,22.95719844,198,59,257,Positive_summary
N5,90.87136929,9.128630705,219,22,241,Positive_summary
N6,74.02597403,25.97402597,114,40,154,Positive_summary
N7,81.93548387,18.06451613,127,28,155,Positive_summary
N8,70.68965517,29.31034483,123,51,174,Positive_summary
